Date,Open,High,Low,Close,Adj Close,Volume,classification
1981-01-27,0.1439729928970337,0.1439729928970337,0.1428570002317428,0.1428570002317428,0.1115030124783515,23699200.0,no trend
1981-01-28,0.1389510035514831,0.1389510035514831,0.1383929997682571,0.1383929997682571,0.1080187708139419,28156800.0,downtrend
1981-01-29,0.1339289993047714,0.1339289993047714,0.1333709955215454,0.1333709955215454,0.1040990501642227,43904000.0,downtrend
1981-01-30,0.1272320002317428,0.1272320002317428,0.1261159926652908,0.1261159926652908,0.0984363108873367,46188800.0,downtrend
1981-02-02,0.1194199994206428,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0927744060754776,23766400.0,downtrend
1981-02-03,0.1233260035514831,0.1238839998841285,0.1233260035514831,0.1233260035514831,0.096258670091629,19152000.0,no trend
1981-02-04,0.1277900040149688,0.1283479928970337,0.1277900040149688,0.1277900040149688,0.099742941558361,27865600.0,no trend
1981-02-05,0.1277900040149688,0.1289059966802597,0.1277900040149688,0.1277900040149688,0.099742941558361,7929600.0,no trend
1981-02-06,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.1001784279942512,13865600.0,no trend
1981-02-09,0.1227679997682571,0.1227679997682571,0.1216519996523857,0.1216519996523857,0.0949520692229271,16755200.0,downtrend
1981-02-10,0.1216519996523857,0.1222100034356117,0.1216519996523857,0.1216519996523857,0.0949520692229271,18345600.0,downtrend
1981-02-11,0.1183039993047714,0.1183039993047714,0.117746002972126,0.117746002972126,0.0919033512473106,13843200.0,downtrend
1981-02-12,0.1171879991889,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0910315364599227,14560000.0,downtrend
1981-02-13,0.1149550005793571,0.1149550005793571,0.1138390004634857,0.1138390004634857,0.0888538286089897,11155200.0,downtrend
1981-02-17,0.1166289970278739,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0910315364599227,12275200.0,no trend
1981-02-18,0.1216519996523857,0.1227679997682571,0.1216519996523857,0.1216519996523857,0.0949520692229271,19241600.0,no trend
1981-02-19,0.1149550005793571,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.0892893746495246,22310400.0,no trend
1981-02-20,0.1088170036673545,0.1088170036673545,0.1082589998841285,0.1082589998841285,0.0844985470175743,24371200.0,no trend
1981-02-23,0.1099329963326454,0.1104910001158714,0.1099329963326454,0.1099329963326454,0.0858051404356956,14112000.0,no trend
1981-02-24,0.1071429997682571,0.1071429997682571,0.1060269996523857,0.1060269996523857,0.0827564150094986,16979200.0,no trend
1981-02-25,0.1127230003476142,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0879827812314033,19488000.0,no trend
1981-02-26,0.1143969967961311,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.0892893746495246,10841600.0,no trend
1981-02-27,0.1183039993047714,0.1194199994206428,0.1183039993047714,0.1183039993047714,0.092338889837265,14761600.0,no trend
1981-03-02,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0927744060754776,11760000.0,no trend
1981-03-03,0.117746002972126,0.117746002972126,0.1171879991889,0.1171879991889,0.0914678201079368,16172800.0,no trend
1981-03-04,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0905959829688072,13708800.0,downtrend
1981-03-05,0.1160710006952285,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.0901604518294334,5376000.0,downtrend
1981-03-06,0.1155129969120025,0.1155129969120025,0.1143969967961311,0.1143969967961311,0.0892893746495246,11603200.0,downtrend
1981-03-09,0.1060269996523857,0.1060269996523857,0.1054690033197403,0.1054690033197403,0.0823208838701248,15321600.0,downtrend
1981-03-10,0.1010039970278739,0.1010039970278739,0.1004460006952285,0.1004460006952285,0.0784002989530563,28380800.0,downtrend
1981-03-11,0.0976559966802597,0.0976559966802597,0.0965399965643882,0.0965399965643882,0.075351595878601,29859200.0,downtrend
1981-03-12,0.1004460006952285,0.1010039970278739,0.1004460006952285,0.1004460006952285,0.0784002989530563,59248000.0,uptrend
1981-03-13,0.0998879969120025,0.0998879969120025,0.0993300005793571,0.0993300005793571,0.0775292515754699,231302400.0,uptrend
1981-03-16,0.1032370030879974,0.1043530032038688,0.1032370030879974,0.1032370030879974,0.0805787667632103,37228800.0,uptrend
1981-03-17,0.1082589998841285,0.109375,0.1082589998841285,0.1082589998841285,0.0844985470175743,43747200.0,uptrend
1981-03-18,0.1149550005793571,0.1160710006952285,0.1149550005793571,0.1149550005793571,0.0897249057888984,36937600.0,uptrend
1981-03-19,0.1143969967961311,0.1143969967961311,0.1138390004634857,0.1138390004634857,0.0888538286089897,37811200.0,uptrend
1981-03-20,0.1149550005793571,0.1160710006952285,0.1149550005793571,0.1149550005793571,0.0897249057888984,14604800.0,uptrend
1981-03-23,0.1194199994206428,0.1205359995365142,0.1194199994206428,0.1194199994206428,0.0932099595665931,22019200.0,uptrend
1981-03-24,0.1194199994206428,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0927744060754776,28156800.0,uptrend
1981-03-25,0.117746002972126,0.117746002972126,0.1166289970278739,0.1166289970278739,0.0910315364599227,7056000.0,downtrend
1981-03-26,0.1149550005793571,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.0892893746495246,12275200.0,downtrend
1981-03-27,0.1110489964485168,0.1110489964485168,0.1104910001158714,0.1104910001158714,0.0862406268715858,12252800.0,downtrend
1981-03-30,0.1104910001158714,0.1116070002317428,0.1104910001158714,0.1104910001158714,0.0862406268715858,9900800.0,downtrend
1981-03-31,0.1104910001158714,0.1104910001158714,0.109375,0.109375,0.0853696167469024,15993600.0,downtrend
1981-04-01,0.1088170036673545,0.1088170036673545,0.1082589998841285,0.1082589998841285,0.0844985470175743,34070400.0,downtrend
1981-04-02,0.117746002972126,0.1183039993047714,0.117746002972126,0.117746002972126,0.0919033512473106,31404800.0,no trend
1981-04-03,0.1183039993047714,0.1188620030879974,0.1183039993047714,0.1183039993047714,0.092338889837265,16486400.0,no trend
1981-04-06,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0905959829688072,22803200.0,no trend
1981-04-07,0.1155129969120025,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0897249057888984,10684800.0,no trend
1981-04-08,0.1205359995365142,0.1216519996523857,0.1205359995365142,0.1205359995365142,0.0940809845924377,21952000.0,no trend
1981-04-09,0.1227679997682571,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.095823086798191,12499200.0,no trend
1981-04-10,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0971297249197959,33465600.0,no trend
1981-04-13,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0971297249197959,16060800.0,no trend
1981-04-14,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0971297249197959,6652800.0,no trend
1981-04-15,0.1188620030879974,0.1188620030879974,0.1183039993047714,0.1183039993047714,0.092338889837265,34048000.0,downtrend
1981-04-16,0.1121649965643882,0.1121649965643882,0.1116070002317428,0.1116070002317428,0.0871117264032363,23878400.0,downtrend
1981-04-20,0.1149550005793571,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0897249057888984,35347200.0,uptrend
1981-04-21,0.1227679997682571,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.095823086798191,28537600.0,uptrend
1981-04-22,0.1272320002317428,0.1277900040149688,0.1272320002317428,0.1272320002317428,0.0993073806166648,18995200.0,uptrend
1981-04-23,0.1305799931287765,0.1311379969120025,0.1305799931287765,0.1305799931287765,0.1019205972552299,58016000.0,uptrend
1981-04-24,0.1305799931287765,0.1305799931287765,0.1294640004634857,0.1294640004634857,0.10104950517416,35056000.0,uptrend
1981-04-27,0.1289059966802597,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.1001784279942512,38528000.0,downtrend
1981-04-28,0.1266739964485168,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0984363108873367,32188800.0,downtrend
1981-04-29,0.125,0.125,0.1244420036673545,0.1244420036673545,0.0971297249197959,13641600.0,downtrend
1981-04-30,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0988718494772911,12611200.0,downtrend
1981-05-01,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0988718494772911,16553600.0,downtrend
1981-05-04,0.1266739964485168,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0984363108873367,14448000.0,downtrend
1981-05-05,0.1261159926652908,0.1261159926652908,0.125558003783226,0.125558003783226,0.0980007946491241,17539200.0,downtrend
1981-05-06,0.1227679997682571,0.1227679997682571,0.1222100034356117,0.1222100034356117,0.0953876078128814,18950400.0,downtrend
1981-05-07,0.1238839998841285,0.1244420036673545,0.1238839998841285,0.1238839998841285,0.0966942012310028,9363200.0,downtrend
1981-05-08,0.125,0.125558003783226,0.125,0.125,0.0975652635097503,7907200.0,downtrend
1981-05-11,0.1227679997682571,0.1227679997682571,0.1222100034356117,0.1222100034356117,0.0953876078128814,11939200.0,downtrend
1981-05-12,0.1222100034356117,0.1238839998841285,0.1222100034356117,0.1222100034356117,0.0953876078128814,4256000.0,downtrend
1981-05-13,0.1222100034356117,0.1233260035514831,0.1216519996523857,0.1216519996523857,0.0949520692229271,4905600.0,downtrend
1981-05-14,0.1210940033197403,0.1210940033197403,0.1199780032038688,0.1199780032038688,0.0936454832553863,4928000.0,downtrend
1981-05-15,0.1227679997682571,0.1244420036673545,0.1227679997682571,0.1227679997682571,0.095823086798191,4905600.0,uptrend
1981-05-18,0.125,0.1261159926652908,0.125,0.125,0.0975652635097503,4166400.0,uptrend
1981-05-19,0.1233260035514831,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.095823086798191,25424000.0,uptrend
1981-05-20,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0988718494772911,13283200.0,uptrend
1981-05-21,0.1339289993047714,0.1344870030879974,0.1339289993047714,0.1339289993047714,0.1045345589518547,32211200.0,uptrend
1981-05-22,0.140066996216774,0.141183003783226,0.140066996216774,0.140066996216774,0.1093254163861274,31427200.0,uptrend
1981-05-26,0.140066996216774,0.140066996216774,0.1395090073347091,0.1395090073347091,0.1088898256421089,85344000.0,uptrend
1981-05-27,0.1473210006952285,0.1478790044784546,0.1473210006952285,0.1473210006952285,0.1149873211979866,149497600.0,uptrend
1981-05-28,0.1473210006952285,0.1478790044784546,0.1473210006952285,0.1473210006952285,0.1149873211979866,73987200.0,uptrend
1981-05-29,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.1154228001832962,59382400.0,uptrend
1981-06-01,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.1154228001832962,51251200.0,uptrend
1981-06-02,0.141183003783226,0.141183003783226,0.140625,0.140625,0.1097609549760818,40432000.0,no trend
1981-06-03,0.140625,0.1417409926652908,0.140625,0.140625,0.1097609549760818,39446400.0,no trend
1981-06-04,0.1434150040149688,0.1439729928970337,0.1434150040149688,0.1434150040149688,0.1119385659694671,56067200.0,no trend
1981-06-05,0.1417409926652908,0.1417409926652908,0.141183003783226,0.141183003783226,0.1101964563131332,57680000.0,no trend
1981-06-08,0.1367190033197403,0.1367190033197403,0.1361609995365142,0.1361609995365142,0.106276661157608,93497600.0,no trend
1981-06-09,0.1389510035514831,0.1395090073347091,0.1389510035514831,0.1389510035514831,0.1084542721509933,119593600.0,no trend
1981-06-10,0.140625,0.1422989964485168,0.140625,0.140625,0.1097609549760818,25222400.0,no trend
1981-06-11,0.1467629969120025,0.1473210006952285,0.1467629969120025,0.1467629969120025,0.1145517379045486,38976000.0,no trend
1981-06-12,0.1456470042467117,0.1456470042467117,0.1450890004634857,0.1450890004634857,0.1132451817393302,25804800.0,downtrend
1981-06-15,0.1450890004634857,0.1450890004634857,0.1445309966802597,0.1445309966802597,0.1128096580505371,143763200.0,downtrend
1981-06-16,0.1422989964485168,0.1422989964485168,0.1417409926652908,0.1417409926652908,0.1106320172548294,37251200.0,downtrend
1981-06-17,0.140066996216774,0.140066996216774,0.1395090073347091,0.1395090073347091,0.1088898256421089,27574400.0,downtrend
1981-06-18,0.1395090073347091,0.140066996216774,0.1389510035514831,0.1389510035514831,0.1084542721509933,23049600.0,downtrend
1981-06-19,0.1356029957532882,0.1356029957532882,0.1350450068712234,0.1350450068712234,0.1054055541753768,27507200.0,downtrend
1981-06-22,0.1305799931287765,0.1305799931287765,0.1300220042467117,0.1300220042467117,0.1014850586652755,10841600.0,downtrend
1981-06-23,0.1322540044784546,0.1333709955215454,0.1322540044784546,0.1322540044784546,0.1032271683216095,15030400.0,downtrend
1981-06-24,0.1300220042467117,0.1300220042467117,0.1289059966802597,0.1289059966802597,0.1006139889359474,23027200.0,downtrend
1981-06-25,0.1316960006952285,0.1322540044784546,0.1316960006952285,0.1316960006952285,0.1027916148304939,24259200.0,downtrend
1981-06-26,0.1311379969120025,0.1311379969120025,0.1300220042467117,0.1300220042467117,0.1014850586652755,23788800.0,downtrend
1981-06-29,0.1266739964485168,0.1266739964485168,0.125558003783226,0.125558003783226,0.0980007946491241,10595200.0,downtrend
1981-06-30,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0905959829688072,35907200.0,downtrend
1981-07-01,0.1155129969120025,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0897249057888984,170464000.0,downtrend
1981-07-02,0.1149550005793571,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0897249057888984,30284800.0,downtrend
1981-07-06,0.1121649965643882,0.1121649965643882,0.1110489964485168,0.1110489964485168,0.0866762176156044,16531200.0,downtrend
1981-07-07,0.1121649965643882,0.1132809966802597,0.1121649965643882,0.1121649965643882,0.0875472351908683,15836800.0,downtrend
1981-07-08,0.1166289970278739,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0910315364599227,16620800.0,downtrend
1981-07-09,0.1082589998841285,0.1082589998841285,0.1077010035514831,0.1077010035514831,0.0840629935264587,32883200.0,downtrend
1981-07-10,0.0998879969120025,0.0998879969120025,0.0993300005793571,0.0993300005793571,0.0775292515754699,55171200.0,downtrend
1981-07-13,0.1015629991889,0.102121002972126,0.1015629991889,0.1015629991889,0.0792721435427665,45740800.0,downtrend
1981-07-14,0.1060269996523857,0.1071429997682571,0.1060269996523857,0.1060269996523857,0.0827564150094986,19779200.0,no trend
1981-07-15,0.1088170036673545,0.109375,0.1088170036673545,0.1088170036673545,0.0849340707063674,10953600.0,no trend
1981-07-16,0.1116070002317428,0.1127230003476142,0.1116070002317428,0.1116070002317428,0.0871117264032363,15232000.0,no trend
1981-07-17,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.0901604518294334,19824000.0,no trend
1981-07-20,0.1082589998841285,0.1082589998841285,0.1077010035514831,0.1077010035514831,0.0840629935264587,23654400.0,no trend
1981-07-21,0.1077010035514831,0.1077010035514831,0.1071429997682571,0.1071429997682571,0.0836274921894073,31942400.0,no trend
1981-07-22,0.102121002972126,0.102121002972126,0.1010039970278739,0.1010039970278739,0.0788358598947525,22668800.0,no trend
1981-07-23,0.1037949994206428,0.1043530032038688,0.1037949994206428,0.1037949994206428,0.0810142904520034,34451200.0,no trend
1981-07-24,0.1071429997682571,0.1077010035514831,0.1071429997682571,0.1071429997682571,0.0836274921894073,28851200.0,no trend
1981-07-27,0.1116070002317428,0.1121649965643882,0.1116070002317428,0.1116070002317428,0.0871117264032363,17337600.0,no trend
1981-07-28,0.1082589998841285,0.1082589998841285,0.1077010035514831,0.1077010035514831,0.0840629935264587,22848000.0,no trend
1981-07-29,0.1065850034356117,0.1065850034356117,0.1060269996523857,0.1060269996523857,0.0827564150094986,15500800.0,no trend
1981-07-30,0.1099329963326454,0.1110489964485168,0.1099329963326454,0.1099329963326454,0.0858051404356956,9900800.0,no trend
1981-07-31,0.1116070002317428,0.1121649965643882,0.1116070002317428,0.1116070002317428,0.0871117264032363,10953600.0,no trend
1981-08-03,0.1116070002317428,0.1116070002317428,0.1104910001158714,0.1104910001158714,0.0862406268715858,12432000.0,no trend
1981-08-04,0.1121649965643882,0.1127230003476142,0.1121649965643882,0.1121649965643882,0.0875472351908683,31673600.0,no trend
1981-08-05,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.0901604518294334,17494400.0,no trend
1981-08-06,0.1132809966802597,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0879827812314033,10528000.0,no trend
1981-08-07,0.1127230003476142,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0879827812314033,9206400.0,no trend
1981-08-10,0.1127230003476142,0.1127230003476142,0.1127230003476142,0.1127230003476142,0.0879827812314033,0.0,downtrend
1981-08-11,0.1104910001158714,0.1104910001158714,0.109375,0.109375,0.0853696167469024,71456000.0,downtrend
1981-08-12,0.1077010035514831,0.1077010035514831,0.1071429997682571,0.1071429997682571,0.0836274921894073,26275200.0,downtrend
1981-08-13,0.1043530032038688,0.1043530032038688,0.1037949994206428,0.1037949994206428,0.0810142904520034,27484800.0,downtrend
1981-08-14,0.1032370030879974,0.1032370030879974,0.102121002972126,0.102121002972126,0.0797077193856239,24192000.0,downtrend
1981-08-17,0.0998879969120025,0.0998879969120025,0.0987719967961311,0.0987719967961311,0.0770937427878379,18905600.0,downtrend
1981-08-18,0.0976559966802597,0.0976559966802597,0.0965399965643882,0.0965399965643882,0.075351595878601,17001600.0,downtrend
1981-08-19,0.0965399965643882,0.0965399965643882,0.0954239964485168,0.0954239964485168,0.0744805186986923,20675200.0,downtrend
1981-08-20,0.0965399965643882,0.0970980003476142,0.0965399965643882,0.0965399965643882,0.075351595878601,17113600.0,downtrend
1981-08-21,0.0909600034356117,0.0909600034356117,0.0898440033197403,0.0898440033197403,0.0701252371072769,41910400.0,downtrend
1981-08-24,0.0848210006952285,0.0848210006952285,0.0842629969120025,0.0842629969120025,0.0657691359519958,23072000.0,downtrend
1981-08-25,0.086496002972126,0.0870539993047714,0.086496002972126,0.086496002972126,0.0675120651721954,40700800.0,downtrend
1981-08-26,0.0853789970278739,0.0853789970278739,0.0848210006952285,0.0848210006952285,0.066204659640789,33600000.0,downtrend
1981-08-27,0.0853789970278739,0.0859379991889,0.0853789970278739,0.0853789970278739,0.066640205681324,25916800.0,uptrend
1981-08-28,0.0898440033197403,0.0904019996523857,0.0898440033197403,0.0898440033197403,0.0701252371072769,38035200.0,uptrend
1981-08-31,0.0898440033197403,0.0904019996523857,0.0898440033197403,0.0898440033197403,0.0701252371072769,40947200.0,uptrend
1981-09-01,0.0954239964485168,0.0959820002317428,0.0954239964485168,0.0954239964485168,0.0744805186986923,37027200.0,uptrend
1981-09-02,0.0970980003476142,0.0976559966802597,0.0970980003476142,0.0970980003476142,0.0757871642708778,19376000.0,uptrend
1981-09-03,0.0931920036673545,0.0931920036673545,0.0920760035514831,0.0920760035514831,0.0718673467636108,37475200.0,downtrend
1981-09-04,0.0915179997682571,0.0915179997682571,0.0909600034356117,0.0909600034356117,0.070996306836605,15254400.0,downtrend
1981-09-08,0.0887280032038688,0.0887280032038688,0.0881699994206428,0.0881699994206428,0.0688186585903167,25446400.0,downtrend
1981-09-09,0.0881699994206428,0.0887280032038688,0.0881699994206428,0.0881699994206428,0.0688186585903167,30531200.0,downtrend
1981-09-10,0.0887280032038688,0.0892859995365142,0.0887280032038688,0.0887280032038688,0.0692541897296905,34809600.0,downtrend
1981-09-11,0.0881699994206428,0.0881699994206428,0.0876120030879974,0.0876120030879974,0.0683831050992012,17539200.0,downtrend
1981-09-14,0.0853789970278739,0.0853789970278739,0.0848210006952285,0.0848210006952285,0.066204659640789,27686400.0,downtrend
1981-09-15,0.0831469967961311,0.0831469967961311,0.0825890004634857,0.0825890004634857,0.0644625499844551,19510400.0,downtrend
1981-09-16,0.0814730003476142,0.0814730003476142,0.0809149965643882,0.0809149965643882,0.0631559118628501,19353600.0,downtrend
1981-09-17,0.0792410001158714,0.0792410001158714,0.0786829963326454,0.0786829963326454,0.0614138431847095,19376000.0,downtrend
1981-09-18,0.0792410001158714,0.0797989964485168,0.0792410001158714,0.0792410001158714,0.06184933334589,26320000.0,downtrend
1981-09-21,0.0797989964485168,0.0803570002317428,0.0797989964485168,0.0797989964485168,0.0622848905622959,49033600.0,downtrend
1981-09-22,0.0758929997682571,0.0758929997682571,0.0753350034356117,0.0753350034356117,0.0588006302714347,47420800.0,downtrend
1981-09-23,0.0747769996523857,0.0747769996523857,0.0736609995365142,0.0736609995365142,0.0574940405786037,28201600.0,downtrend
1981-09-24,0.0736609995365142,0.0736609995365142,0.0731030032038688,0.0731030032038688,0.0570584908127784,18300800.0,downtrend
1981-09-25,0.0647320002317428,0.0647320002317428,0.0636160001158714,0.0636160001158714,0.0496536903083324,34608000.0,downtrend
1981-09-28,0.0641739964485168,0.0647320002317428,0.0641739964485168,0.0641739964485168,0.0500892139971256,91728000.0,downtrend
1981-09-29,0.0675219967961311,0.0680800005793571,0.0675219967961311,0.0675219967961311,0.0527024306356906,94684800.0,uptrend
1981-09-30,0.0680800005793571,0.0686379969120025,0.0680800005793571,0.0680800005793571,0.0531379245221614,49996800.0,uptrend
1981-10-01,0.0680800005793571,0.0686379969120025,0.0680800005793571,0.0680800005793571,0.0531379245221614,61129600.0,uptrend
1981-10-02,0.0736609995365142,0.0742190033197403,0.0736609995365142,0.0736609995365142,0.0574940405786037,45046400.0,uptrend
1981-10-05,0.0758929997682571,0.0770089998841285,0.0758929997682571,0.0758929997682571,0.0592361614108085,43097600.0,uptrend
1981-10-06,0.0758929997682571,0.0758929997682571,0.0753350034356117,0.0753350034356117,0.0588006302714347,28358400.0,uptrend
1981-10-07,0.0797989964485168,0.0809149965643882,0.0797989964485168,0.0797989964485168,0.0622848905622959,38841600.0,uptrend
1981-10-08,0.0825890004634857,0.0831469967961311,0.0825890004634857,0.0825890004634857,0.0644625499844551,31091200.0,uptrend
1981-10-09,0.0831469967961311,0.0842629969120025,0.0831469967961311,0.0831469967961311,0.0648980587720871,54521600.0,uptrend
1981-10-12,0.0859379991889,0.086496002972126,0.0859379991889,0.0859379991889,0.0670765116810798,27350400.0,uptrend
1981-10-13,0.0859379991889,0.0870539993047714,0.0859379991889,0.0859379991889,0.0670765116810798,44195200.0,uptrend
1981-10-14,0.0814730003476142,0.0814730003476142,0.0809149965643882,0.0809149965643882,0.0631559118628501,30979200.0,uptrend
1981-10-15,0.0825890004634857,0.0831469967961311,0.0825890004634857,0.0825890004634857,0.0644625499844551,29433600.0,uptrend
1981-10-16,0.0820309966802597,0.0820309966802597,0.0814730003476142,0.0814730003476142,0.0635914877057075,36467200.0,uptrend
1981-10-19,0.0831469967961311,0.0837050005793571,0.0831469967961311,0.0831469967961311,0.0648980587720871,20585600.0,uptrend
1981-10-20,0.0876120030879974,0.0881699994206428,0.0876120030879974,0.0876120030879974,0.0683831050992012,35728000.0,uptrend
1981-10-21,0.0876120030879974,0.0881699994206428,0.0876120030879974,0.0876120030879974,0.0683831050992012,76899200.0,uptrend
1981-10-22,0.0876120030879974,0.0876120030879974,0.0870539993047714,0.0870539993047714,0.067947581410408,32278400.0,uptrend
1981-10-23,0.0853789970278739,0.0853789970278739,0.0848210006952285,0.0848210006952285,0.066204659640789,27910400.0,no trend
1981-10-26,0.0848210006952285,0.0853789970278739,0.0848210006952285,0.0848210006952285,0.066204659640789,27283200.0,no trend
1981-10-27,0.086496002972126,0.0876120030879974,0.086496002972126,0.086496002972126,0.0675120651721954,85590400.0,no trend
1981-10-28,0.0892859995365142,0.0898440033197403,0.0892859995365142,0.0892859995365142,0.0696897134184837,44172800.0,no trend
1981-10-29,0.0887280032038688,0.0887280032038688,0.0881699994206428,0.0881699994206428,0.0688186585903167,30486400.0,no trend
1981-10-30,0.0892859995365142,0.0898440033197403,0.0892859995365142,0.0892859995365142,0.0696897134184837,52729600.0,no trend
1981-11-02,0.0892859995365142,0.0898440033197403,0.0892859995365142,0.0892859995365142,0.0696897134184837,36915200.0,no trend
